tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l1_mem_load_retired_l1_hit,perf_cache_l1_mem_load_retired_l1_miss,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l2_mem_load_retired_l2_hit,perf_cache_l2_mem_load_retired_l2_miss,perf_cache_stalls_cycle_activity_stalls_l1d_miss,perf_cache_stalls_cycle_activity_stalls_l2_miss,perf_cache_stalls_cycle_activity_stalls_l3_miss,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cycles,perf_execution_ports_exe_activity_1_ports_util,perf_execution_ports_exe_activity_2_ports_util,perf_execution_ports_exe_activity_3_ports_util,perf_execution_ports_exe_activity_4_ports_util,perf_execution_ports_instructions,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,perf_tlb_cycles,perf_tlb_dTLB_load_misses,perf_tlb_dTLB_loads,perf_tlb_iTLB_load_misses,perf_tlb_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_power_rapl,profile_summary,profile_tlb,profile_uncore_numa,profile_vectorization
080-lib0-t8-k768-r2c4-u2-b-,ok,ok,0,8,768,2,4,2,-,7341586,7394735,138.477,32768000000,1643751574,3774063013,81593209,167058,102909157,1752660,1984161458,3784090419,191629701,6333507517,1170454728,1643434294,3771980022,430980055,183129328,1651529863,3776477984,175703950,6980364,175759070,125054116,18186600,1653205467,3775423733,1987587583,176137609,733046946,111156740,275566300,3780331364,2001855624,3782705520,2002088226,1709445925,167058,81593209,1752660,102909157,1643751574,3774063013,1993111667,213392,682750376,18307,3782128122,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
081-lib0-t8-k768-r2c4-u4-b-,ok,ok,0,8,768,2,4,4,-,7354332,7386781,138.626,32768000000,1632971295,3537508634,56913562,76036,102246822,1575437,1897550894,3547336899,200907761,6325310487,1086436597,1641431956,3538559456,406876629,254400698,1644581449,3539111236,246851061,7526642,179016739,128566797,15956416,1648984551,3541068385,1989915956,183351257,789992436,82924351,271908568,3550530953,1989877641,3548007097,1990046782,1684480041,76036,56913562,1575437,102246822,1632971295,3537508634,1983517185,213675,677417604,19133,3548419778,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
082-lib0-t8-k768-r4c2-u1-b-,ok,ok,0,8,768,4,2,1,-,6965585,6984518,146.610,32768000000,1568617376,4175161518,127755939,1577291,103391196,1748414,1776278059,4178111054,14259661,3709156055,1209709770,1569593735,4176412080,376449219,135595268,1575548983,4177104827,130986455,4909841,101265262,71206304,17713552,1568944010,4176494967,1872398958,165513208,597861185,138749167,373107412,4180032481,1872773660,4178022513,1872923574,1593940891,1577291,127755939,1748414,103391196,1568617376,4175161518,1893188443,222518,679768971,19369,4187622432,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
083-lib0-t8-k768-r4c2-u2-b-,ok,ok,0,8,768,4,2,2,-,6865981,6893243,148.551,32768000000,1536214362,3742188160,79401985,173385,102782357,1774997,1683041363,3745851320,22513434,2708913700,775383958,1541809422,3742885698,515623042,113023839,1547378976,3742163065,108247883,5191262,123701588,81913202,22414202,1560471785,3744397357,1872859720,139419492,728271003,136898010,256881372,3751586239,1874865193,3747749542,1875107831,1601539533,173385,79401985,1774997,102782357,1536214362,3742188160,1865779742,200670,677112480,18593,3746850751,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
084-lib0-t8-k768-r4c2-u4-b-,ok,ok,0,8,768,4,2,4,-,6829090,6866692,149.126,32768000000,1536064253,3526632635,55509371,74169,102996706,1749147,1627734719,3527912534,30750608,3144646157,778898605,1540553062,3526519255,465832830,196224522,1550466416,3523907943,189703499,7294150,122506878,99815179,24784772,1553831793,3529067828,1844060698,136905859,804659218,82918451,265651905,3533741072,1844585138,3533927715,1844729519,1558339841,74169,55509371,1749147,102996706,1536064253,3526632635,1841490748,218950,674013837,19558,3533371360,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
085-lib0-t8-k1024-r1c1-u1-b-,ok,ok,0,8,1024,1,1,1,-,9318838,9336194,109.681,32768000000,2049749786,3890710327,141346592,491749,102875040,1835358,2560959567,3902489240,446009577,13053717154,2228241868,2089455813,3895359937,900714541,535696700,2608339448,3904070696,481341824,44215194,698174594,648664597,20156788,2558444522,3902530610,2526350725,377553642,446931585,440468405,425943446,3899649500,2547148183,3903034221,2547299435,2231611958,491749,141346592,1835358,102875040,2049749786,3890710327,2553570903,39849,1626476147,19541,3904706960,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
086-lib0-t8-k1024-r1c1-u2-b-,ok,ok,0,8,1024,1,1,2,-,9320890,9362362,109.374,32768000000,2069247781,3895658424,142720034,480770,103297393,1739665,2573387021,3904429026,446977172,13113536534,2237503954,2080946691,3895622008,900996837,535170528,2570024761,3906812024,488125948,43695987,699763493,649873734,24432121,2566327248,3904905709,2540221142,378890451,447974782,441062761,426096233,3904636164,2545732056,3900637993,2545953837,2228125575,480770,142720034,1739665,103297393,2069247781,3895658424,2551929659,36184,1626150072,19030,3903454711,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
087-lib0-t8-k1024-r1c1-u4-b-,ok,ok,0,8,1024,1,1,4,-,9342053,9352052,109.495,32768000000,2057168313,3892633626,141849724,521215,103447170,1893073,2561594853,3901991661,446623110,13065995990,2230499878,2061823851,3893898606,900398163,535047830,2548715875,3903050073,488250131,43929827,695961443,646051870,22397559,2564978662,3905431487,2540429088,379220068,448409883,441649189,425505540,3904870115,2557193817,3906402946,2557358275,2238218666,521215,141849724,1893073,103447170,2057168313,3892633626,2555058153,37180,1626618950,17930,3905037854,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
088-lib0-t8-k1024-r2c2-u1-b-,ok,ok,0,8,1024,2,2,1,-,7181241,7198259,142.257,32768000000,1598821542,4065456981,128459441,1576394,101977856,1620362,2073707526,4076682176,143363170,8636901847,1730053901,1645845078,4064318050,384911692,320375183,1626355639,4066242456,325548347,12687115,194126558,170542891,18961558,1643561824,4066666373,2047794674,197033417,521295513,217068010,347232817,4074264248,2043899701,4072859228,2044098603,1746663458,1576394,128459441,1620362,101977856,1598821542,4065456981,2046618503,140288,850224187,18894,4074483646,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
089-lib0-t8-k1024-r2c2-u2-b-,ok,ok,0,8,1024,2,2,2,-,7224806,7239096,141.454,32768000000,1619389748,4051838960,126965800,1575151,102839918,1710933,2086647222,4062766243,146098455,8739416453,1725875243,1622747583,4052983455,372135130,349284814,1634429092,4055794727,335971082,13018157,222229304,196243703,18801144,1680750300,4054433023,2046510862,199988895,535772846,205849615,326234437,4059338098,2054995423,4063455877,2055162306,1757235733,1575151,126965800,1710933,102839918,1619389748,4051838960,2051738737,144430,844124064,19916,4061294501,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
090-lib0-t8-k1024-r2c2-u4-b-,ok,ok,0,8,1024,2,2,4,-,7217647,7235173,141.531,32768000000,1611022881,3713388629,79308224,242805,102643296,1891013,2079940328,3720860309,168806485,8053601028,1508126580,1642856412,3715627995,462743162,304213121,1621692694,3714271191,292805902,13266010,245884192,214328134,20526185,1696246314,3717125595,2060362002,204253495,674699251,92806516,350150011,3723107315,2161346985,3720092412,2161635823,1894984250,242805,79308224,1891013,102643296,1611022881,3713388629,2031958630,143126,839301618,20754,3718510739,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
091-lib0-t8-k1024-r2c4-u1-b-,ok,ok,0,8,1024,2,4,1,-,7330928,7353412,139.255,32768000000,1630180481,4036121637,125297998,824934,102243097,1699539,2083774380,4044235004,185969265,9198017403,1816923559,1629215599,4034297812,156477427,291555868,1627132251,4032428698,284877927,6544994,214116015,152570172,17209892,1682371508,4032548124,2057976405,215057248,581834156,136100390,364834804,4045764250,2055018327,4043004755,2055248592,1755686166,824934,125297998,1699539,102243097,1630180481,4036121637,2064567966,205556,646089428,19417,4047668573,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
092-lib0-t8-k1024-r2c4-u2-b-,ok,ok,0,8,1024,2,4,2,-,7147603,7168364,142.850,32768000000,1590817696,3601147170,76522507,170669,102280171,1525498,2064817709,3615196921,241525573,8134202907,1487885116,1591875971,3602718829,287454945,252963225,1600292577,3601496593,247536706,6867133,258609500,188592179,13896757,1696985344,3606740584,2035860225,186163307,712753863,112420010,264017888,3613562414,2030411679,3612759018,2030575122,1738077000,170669,76522507,1525498,102280171,1590817696,3601147170,2039506156,208878,646247554,18485,3615988957,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
093-lib0-t8-k1024-r2c4-u4-b-,ok,ok,0,8,1024,2,4,4,-,7223167,7242440,141.389,32768000000,1614450745,3382633499,53144344,192963,102792035,1736090,2009301214,3393825980,266393679,8393836124,1380027663,1617887946,3384759773,286064648,341820188,1617422949,3382990948,333972861,7783566,197138717,141935240,17268367,1618708223,3383192096,2024393280,193410214,771395539,72746489,267359232,3392250049,2036135424,3393018589,2036313365,1726981025,192963,53144344,1736090,102792035,1614450745,3382633499,2046340244,190637,644842997,20170,3397921089,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
094-lib0-t8-k1024-r4c2-u1-b-,ok,ok,0,8,1024,4,2,1,-,6554226,6575882,155.721,32768000000,1468373458,4019374781,122781149,825505,101965698,1546402,1612855370,4026338899,12533439,3547607635,1203980520,1501865863,4027623325,293067633,155090666,1483969201,4021203212,151179238,3662276,91349108,61362582,20829400,1498265317,4022139694,1848579891,167218912,584654544,128067522,369714013,4029259603,1865485834,4031860507,1865720449,1591182008,825505,122781149,1546402,101965698,1468373458,4019374781,1856614223,141234,642645762,19179,4030903119,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
095-lib0-t8-k1024-r4c2-u2-b-,ok,ok,0,8,1024,4,2,2,-,6411281,6435353,159.121,32768000000,1460720800,3587203172,74765075,197026,102332721,1766574,1613203979,3598117322,23215439,2698855284,801380279,1500695814,3589895830,460816175,125070760,1468316730,3590415149,121663206,4234094,90384878,57305650,15454006,1461548775,3590145289,1837802080,136960096,711770996,122939899,260846523,3601680005,1913539299,3600054488,1913737040,1658543316,197026,74765075,1766574,102332721,1460720800,3587203172,1853914798,137064,643968119,19078,3603430404,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
096-lib0-t8-k1024-r4c2-u4-b-,ok,ok,0,8,1024,4,2,4,-,6461902,6489542,157.792,32768000000,1471373649,3375420852,51985215,73840,102665409,1827642,1530821868,3377460542,29169195,3103014794,802977691,1462124490,3376101050,408816688,218749418,1476766037,3377721814,212846945,5890222,103842648,84209223,27195513,1480019765,3378271565,1808172014,130715970,791786064,70739255,262895361,3383616140,1796664481,3380618302,1796867936,1508613350,73840,51985215,1827642,102665409,1471373649,3375420852,1814708929,125162,641494989,18403,3384882871,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
097-lib0-t16-k256-r1c1-u1-b-,ok,ok,0,16,256,1,1,1,-,9095096,9119693,112.284,32768000000,2016246578,4463601118,198201130,218859,61939395,2153080,2234783421,4476766331,190876959,8303352738,1723138369,2035229308,4463582482,1081634514,587608176,2247097274,4477410486,572632872,13228672,288979912,249905652,21673406,2237943604,4476635553,2217324341,235948228,502534166,587202725,367070159,4477108695,2226646508,4478435854,2226877643,1979966533,218859,198201130,2153080,61939395,2016246578,4463601118,2219821173,143052,1776284383,18933,4474827003,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
098-lib0-t16-k256-r1c1-u2-b-,ok,ok,0,16,256,1,1,2,-,9067904,10195112,100.440,32768000000,2059876129,4473414186,201057024,220829,58670031,2145044,2236167582,4477779747,192495461,8319154815,1722806920,2043081382,4468209756,1083813549,586819715,2248453287,4478250664,572720547,13118014,294890447,255467802,22766121,2236478170,4472236076,2235669637,242806326,504231757,585714049,365744788,4475339821,2217097921,4472695605,2217370795,1963727716,220829,201057024,2145044,58670031,2059876129,4473414186,2215515016,146908,1776145515,18934,4474356509,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
099-lib0-t16-k256-r1c1-u4-b-,ok,ok,0,16,256,1,1,4,-,9047836,9056664,113.066,32768000000,2002191501,4458949288,196916630,214908,62166637,1963675,2238605829,4473817748,195563941,8392140497,1733126058,2022459856,4461682228,1081735439,587312330,2232536102,4474588483,572464728,12916349,334542322,286596494,27231489,2336569770,4481165685,2221508641,237050201,502153619,587156137,366730178,4476261495,2231512545,4476325295,2231754401,1983752016,214908,196916630,1963675,62166637,2002191501,4458949288,2216294754,146394,1776622148,17860,4476018886,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
100-lib0-t16-k256-r2c2-u1-b-,ok,ok,0,16,256,2,2,1,-,7445439,7486051,136.788,32768000000,1668564053,4542187902,148354777,620989,63228542,2115407,1851861416,4546931386,59777956,4708848083,1242541761,1646500616,4539996977,589372399,244385492,1651582501,4538658580,237690401,7149460,137466652,115486638,24011466,1704832676,4543221828,1838972224,115619736,566724958,221142039,437276273,4555404496,1836525907,4552478673,1836713267,1601410900,620989,148354777,2115407,63228542,1668564053,4542187902,1830173769,160993,956685748,18676,4553231550,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
101-lib0-t16-k256-r2c2-u2-b-,ok,ok,0,16,256,2,2,2,-,7335367,7391045,138.546,32768000000,1651967318,4513815235,141873565,952476,62011556,1899091,1860122327,4527063433,58184981,4625127088,1203993598,1661008159,4516103459,585855756,249184520,1651517558,4512814100,242962538,6357142,144245290,120429393,23785384,1729140089,4520102969,1835308936,123272108,579122936,230163091,401530246,4524724431,1840010617,4525251511,1840184226,1601284683,952476,141873565,1899091,62011556,1651967318,4513815235,1837034339,160181,952970838,18858,4524923320,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
102-lib0-t16-k256-r2c2-u4-b-,ok,ok,0,16,256,2,2,4,-,8042092,8070996,126.874,32768000000,1701606716,4176462089,97168461,226712,61616496,2267258,1814051222,4175492886,65634734,4061337689,954505130,1810849735,4190975792,656180836,235420641,1648362165,4166241729,234105175,7046555,159810212,131141896,22481573,1739593516,4174913209,1804195905,119720234,716703326,142261296,382271871,4174978753,1806462034,4178291435,1806671711,1551782958,226712,97168461,2267258,61616496,1701606716,4176462089,1800573257,156842,936446327,18410,4177534696,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
103-lib0-t16-k256-r2c4-u1-b-,ok,ok,0,16,256,2,4,1,-,7389961,7423543,137.940,32768000000,1661445154,4443361139,133311682,3196789,62165141,2013764,1826537603,4450563767,49995336,4380362425,1282131725,1651476900,4441212121,347653868,179619248,1649023471,4441933204,174712702,3968670,94575161,67737315,21922441,1670192242,4444479662,1820882595,158993591,605213459,165960294,397038588,4449807376,1825683500,4454198576,1825887088,1571046900,3196789,133311682,2013764,62165141,1661445154,4443361139,1815831442,184466,728270889,17844,4450045429,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
104-lib0-t16-k256-r2c4-u2-b-,ok,ok,0,16,256,2,4,2,-,7295827,7313204,140.021,32768000000,1636767138,4013808070,85967301,194605,61779704,2065406,1806492808,4021621448,72969310,3662770719,891615351,1628940446,4010521378,482137699,177649288,1638918734,4012751313,172709174,4355806,98226677,71240788,24248383,1642763640,4013566713,1785925435,134177030,762285279,138772137,290712147,4018253453,1792400294,4020741915,1792585518,1541083058,194605,85967301,2065406,61779704,1636767138,4013808070,1791123477,161214,728153757,18662,4017527326,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
105-lib0-t16-k256-r2c4-u4-b-,ok,ok,0,16,256,2,4,4,-,7346391,7365266,139.031,32768000000,1632936040,3775591213,60258554,192497,62252139,1862158,1781486209,3789387732,92896886,4487650324,878843307,1625250424,3778363297,413128823,293606602,1643531117,3777966817,289379290,4784725,102836606,72370593,25804897,1669411509,3791058982,1773834714,144452126,831345637,98387932,292172148,3785188500,1871155392,3792674314,1871353181,1611546083,192497,60258554,1862158,62252139,1632936040,3775591213,1776026260,153500,721820692,18898,3788146903,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
106-lib0-t16-k256-r4c2-u1-b-,ok,ok,0,16,256,4,2,1,-,7292124,7325517,139.785,32768000000,1628636916,4407642091,130767703,3222893,59790824,1964483,1740972384,4414783202,11280338,2326655137,934333311,1637295780,4409094700,494785986,92548604,1646879571,4408903396,91180078,3629480,83749877,57737176,24272291,1640596546,4407923698,1777322592,147038040,617343896,159181166,391433582,4417063615,1774171008,4414745529,1774345230,1519477358,3222893,130767703,1964483,59790824,1628636916,4407642091,1759831902,162228,727107486,18289,4412937462,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
107-lib0-t16-k256-r4c2-u2-b-,ok,ok,0,16,256,4,2,2,-,7212293,7251614,141.210,32768000000,1623153093,3977581100,83344275,239660,61261854,2097003,1695063786,3983324588,15482873,1618954884,500882895,1609053643,3975231563,627857448,75021164,1611503900,3977924989,73082762,3610622,95479857,61382922,26876447,1621632017,3977283249,1735592339,117101829,763046919,146224813,281322614,3985279049,1736690843,3985886941,1736873491,1487992900,239660,83344275,2097003,61261854,1623153093,3977581100,1745489727,156505,729177389,18712,3987779129,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
108-lib0-t16-k256-r4c2-u4-b-,ok,ok,0,16,256,4,2,4,-,7178584,7194734,142.326,32768000000,1616527674,3764367940,59744612,262662,61133472,2037122,1669679531,3767541291,19717703,2036016088,577406329,1618088176,3763138214,574536455,137695511,1609219522,3760966081,136754593,4731596,92951333,70938670,28799097,1617266030,3764649794,1724202024,117985838,844791193,98508994,285159908,3771252165,1718542842,3770468573,1718678525,1456999400,262662,59744612,2037122,61133472,1616527674,3764367940,1716473679,156764,721610969,19004,3770301425,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
109-lib0-t16-k512-r1c1-u1-b-,ok,ok,0,16,512,1,1,1,-,8822449,8831916,115.943,32768000000,1968178500,4073744073,160554107,192323,62371965,2147372,2224232556,4084919768,252882255,9092524362,1785340162,1977241755,4074791326,976318041,534792955,2227630859,4087328864,508975949,23800026,357866966,326898344,27518700,2228872836,4088242397,2212841281,276829650,485149071,464084827,437395154,4085746321,2226277016,4090681775,2226444829,1969575175,192323,160554107,2147372,62371965,1968178500,4073744073,2208537095,141021,1673175858,19104,4085140735,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
110-lib0-t16-k512-r1c1-u2-b-,ok,ok,0,16,512,1,1,2,-,8822205,8839270,115.847,32768000000,1969781453,4073457507,160490384,185618,62678367,2183974,2226943742,4088327867,251931160,9072800984,1781426175,1962334282,4073051870,975649118,534933479,2216941270,4084851973,508525793,24378772,358537171,327612589,27342851,2227835531,4087754439,2204195405,277847656,485002614,463491408,436308763,4080721107,2225312308,4088268350,2225500564,1968143608,185618,160490384,2183974,62678367,1969781453,4073457507,2212991596,146169,1672820455,18761,4083818395,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
111-lib0-t16-k512-r1c1-u4-b-,ok,ok,0,16,512,1,1,4,-,8804224,8836347,115.885,32768000000,1960476918,4070956733,159835341,186373,62179997,2059198,2231598062,4087323659,254641800,9118228454,1787871044,1957206093,4070416408,974793685,534659038,2171686349,4084445274,509316967,23344878,362895061,331669712,27407039,2229956101,4086042459,2216385033,277769713,485954084,463795304,437146360,4086909009,2220166411,4085201661,2220356271,1965357083,186373,159835341,2059198,62179997,1960476918,4070956733,2207870453,154250,1673410676,19099,4085744925,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
112-lib0-t16-k512-r2c2-u1-b-,ok,ok,0,16,512,2,2,1,-,6893210,6916809,148.045,32768000000,1540035001,4206800307,134148325,3107152,58948200,1901499,1781050365,4219180319,66348144,4858500093,1243192105,1549572154,4206699371,509130758,224952350,1657950085,4210722305,189571998,6252090,108900164,94237450,26860726,1568524649,4207081891,1761854091,120990459,532705260,215459620,388377286,4218384818,1755191528,4214924906,1755371036,1512453825,3107152,134148325,1901499,58948200,1540035001,4206800307,1759814285,156434,880803386,18696,4218153952,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
113-lib0-t16-k512-r2c2-u2-b-,ok,ok,0,16,512,2,2,2,-,6857286,6868541,149.086,32768000000,1543166016,4188144628,130488221,3122402,58300913,1934909,1777476790,4198017818,66856756,4863307765,1206052939,1561743583,4191042444,508228011,222742540,1560258541,4190036068,217643515,7635878,114458046,97382679,27210086,1582442390,4191145276,1766891040,125602339,551426412,207381345,365362674,4199792876,1775524678,4199038909,1775732476,1529488533,3122402,130488221,1934909,58300913,1543166016,4188144628,1758388607,155012,874871420,18247,4197348614,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
114-lib0-t16-k512-r2c2-u4-b-,ok,ok,0,16,512,2,2,4,-,6834535,6871988,149.011,32768000000,1535562191,3849245922,83469068,194233,59680594,1947895,1749773044,3854806413,81176054,4527998489,1000092959,1535135585,3847065637,576504801,238672090,1541951436,3849802449,230023255,7684264,114311733,97711408,25588181,1560461938,3849572088,1744809670,118989029,690569988,96352225,377647918,3858508156,1747607772,3855364277,1747848403,1502089433,194233,83469068,1947895,59680594,1535562191,3849245922,1745338195,155309,867647863,18591,3859196989,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
115-lib0-t16-k512-r2c4-u1-b-,ok,ok,0,16,512,2,4,1,-,6847691,6877272,148.896,32768000000,1529192909,4154949106,126806266,1647754,58106100,1862006,1715186351,4157776971,53634898,4491223515,1284152454,1539196489,4154671183,287163185,163347835,1531085719,4153768000,160039445,3519595,87593964,62180141,21544782,1544701566,4156077071,1733607005,134573818,583657203,133237717,392900662,4160114221,1739180217,4161484952,1739430530,1494245425,1647754,126806266,1862006,58106100,1529192909,4154949106,1735508092,189277,666926982,18008,4161256137,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
116-lib0-t16-k512-r2c4-u2-b-,ok,ok,0,16,512,2,4,2,-,6756338,6793085,150.742,32768000000,1509260383,3719355191,77857828,166494,57278985,2048765,1718262912,3728864554,83426995,3793344081,898649118,1522479210,3727990468,441790553,157473798,1508456562,3721705545,154427356,3868595,101086692,73233240,19589718,1528199733,3721411882,1722199247,116332758,732977797,116336578,281895366,3730408937,1721604141,3728250334,1721784728,1477899100,166494,77857828,2048765,57278985,1509260383,3719355191,1715549734,153864,666636904,18618,3728232504,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
117-lib0-t16-k512-r2c4-u4-b-,ok,ok,0,16,512,2,4,4,-,6811312,6829766,149.932,32768000000,1543907265,3505974643,56867689,162305,61240137,1929983,1673928558,3505888961,100083170,4656307785,878071841,1530711333,3500131171,363778892,289027746,1527047267,3497209975,284115368,5022139,99769142,72148707,21652261,1533146279,3499083104,1716890968,126130227,803871158,77763347,283061932,3505681032,1711666003,3505031720,1711810160,1456915033,162305,56867689,1929983,61240137,1543907265,3505974643,1716600586,152680,663516372,17684,3505741217,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
118-lib0-t16-k512-r4c2-u1-b-,ok,ok,0,16,512,4,2,1,-,6754479,6776852,151.103,32768000000,1523376010,4135735941,125120153,1652991,60235961,2049331,1679850395,4147921836,12630884,2193949127,911264166,1514739693,4134780253,430875565,84124842,1522828048,4135289608,81539091,3373004,79995497,56436175,25979493,1514665737,4135394255,1656120978,112701466,588246688,127941219,394587021,4143556953,1648980808,4139469159,1649136886,1404943016,1652991,125120153,2049331,60235961,1523376010,4135735941,1656907250,167101,665810511,18832,4141052265,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
119-lib0-t16-k512-r4c2-u2-b-,ok,ok,0,16,512,4,2,2,-,6700222,6773092,151.186,32768000000,1499831758,3700887602,76450596,409427,61078163,1940295,1504045291,3703497954,14923539,1240326658,386774468,1494218514,3701828269,579813178,62019390,1500342498,3704089943,58932579,3547511,85054989,56676434,26311159,1498013296,3703718165,1633877464,92577252,732479316,127283948,274351779,3710134709,1651890613,3715559742,1652138820,1412168516,409427,76450596,1940295,61078163,1499831758,3700887602,1636343534,148552,666104060,18646,3709877428,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
120-lib0-t16-k512-r4c2-u4-b-,ok,ok,0,16,512,4,2,4,-,6618962,6638416,154.254,32768000000,1504436046,3489301978,53378331,187135,60412259,2061061,1524892454,3490643680,20027122,1813853556,525645047,1505228825,3486923939,527949195,126814857,1498391583,3489324380,122710100,4496914,95141262,75087672,31637677,1509175293,3491172815,1623052693,92016120,817273761,74108469,277649625,3495001742,1621135409,3494350441,1621320058,1370760708,187135,53378331,2061061,60412259,1504436046,3489301978,1620986445,143134,662083984,17828,3492213345,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
